Команда,Всего баллов
"ВебПроект (Рябцева Мария, Ушаков Петров, Бородин Владимир, Пермяков Сергеев, Идрисова Николай)",129
"БайтPlus (Хамзатов Алексей, Васильева Сергеев, Козлова Ильдар, Шумский Владимир, Оконешников Артём)",129
"Байт101 (Владимир Иванова, Алексашин Сергеев, Семенова Иван, Бунякова Борисов, Ховалыг Владимиров)",129
"Винд🚀777 (Шалькин Иванов, Адаменко Сергей, Зайцев Олег, Садовников Борисов, Галкин Борис)",129
"Team_Диск (Пеньков Виктор, Кучумов Олег, Ковалева Елена, Чичигинаров Андреев, Даниил Владимиров)",129
"Vyatka_Owls (Цуев Иванова, Шиндяпин Ильдар, Pavel Борис, Волков Павел, Первий Иванов)",129
"ЛинуксСГТУ (Кормин Борисов, Воробьева Мария, Киселёв Иванов, Кузнецова Борис, Зайцев Михаил)",129
"Чип418 (Горетов Ильдар, Зайцева Николай, Бельков Алексей, Шунелько Петров, Темиров Владимиров)",129
"КомпМФТИ (Дашуева Елена, Щербинин Сергей, Соловьёв Павел, Костяев Борис, Рудяк Петров)",129
"КодPlus (Гучиева Мария, Дикилиев Иванова, Тюрин Владимиров, Набиуллин Ильдар, Кукушкин Николай)",129
"Техно!256 (Шишко Иванова, Степин Артём, Киселёв Владимир, Гущин Владимиров, Шамиль Дмитрий)",129
"Инфо200 (Агишин Виктор, Попов Владимиров, Адаменко Алексей, Зайцев Михаил, Шуверов Павел)",129
"БитоБойцы (Кузнецова Павел, Завацкий Владимир, Кукушкин Ильдар, Попов Владимиров, Шанавазов Андреев)",128
"Группа_Блок (Мамедов Иван, Нестюркин Виктор, Целищева Елена, Идрисова Николай, Пучков Павел)",128
"Бииркут (Геворгян Рустам, Новиков Борисов, Меликсетян Михаил, Жданкин Сергей, Иншина Павел)",128
"Сайт_СПбГУ_TOP (Сластёнов Рустам, Гучиев Борис, Павлова Владимир, Гербылев Михаил, Слипенко Андреев)",128
"Сайт200 (Васильев Алексей, Ялоза Петров, Ледовской Сергей, Эверстов Владимиров, Шунелько Мария)",128
"Бит🎯МЕРДЖ (Евгений Борисов, Ибрагимов Сергеев, Никулин Сергей, Авхадеев Иван, Сидоров Петров)",128
"Байт.Пермь (Кучумов Ильдар, Владислав Сергеев, Цуев Иванов, Семенова Николай, Авхадеев Иванова)",128
"Бит503 (Здоровцов Андреев, Ульянов Олег, Лебедев Алексей, Мунаев Сергеев, Казаков Борис)",128
"Блок_Сектор_TOP (Первий Михаил, Гурьев Олег, Серов Петров, Яременко Борис, Евтеева Мария)",128
"CyberМастер (Рябцев Михаил, Бунякова Елена, Мусостов Андрей, Слипенко Иван, Бережнов Владимир)",127
"СУПЕР-Нейро (Рыбаков Борис, Федоров Иванов, Волков Михаил, Кормин Петров, Перов Алексей)",127
"PRO_Веб (Темиров Иванова, Бунякова Владимиров, Чистякова Мария, Денис Ильдар, Зараменских Михаил)",127
"НейроPro (Голубинец Андреев, Толстов Алексей, Агишин Иванов, Целищев Борис, Сусуев Борисов)",127
"Хак314 (Морозов Борис, Жирнов Михаил, Кирилл Павел, Рыданов Иванов, Крылов Андреев)",127
"PEP8 (Романенко Алексей, Хлебнов Николай, Сермягин Михаил, Абдулхалик Иванов, Чирцков Владимиров)",126
"Линукс++Пермь (Денис Петров, Евтеев Николай, Гончарова Мария, Огаркова Иван, Бережнов Андрей)",126
"Самара-Байт (Хидиров Борисов, Кулькова Николай, Бевз Елена, Яременко Владимир, Никулин Сергеев)",126
"PRO_Бот (Кузьмичёва Павел, Линт Сергеев, Рязанов Иван, Васильев Петров, Епишин Артём)",126
"ЛинуксPlus (Идрисова Иван, Вавилин Андреев, Кадиев Андрей, Саракеев Николай, Мизерий Иванов)",126
"Чип42 (Казанцев Михаил, Даниил Борис, Нестюркин Андреев, Лебедев Владимир, Мамедов Рустам)",126
"Чат🔥1337 (Тюнин Рустам, Морозов Владимир, Сластёнов Алексей, Усиков Дмитрий, Волков Андрей)",126
"Софт_Сокол (Михайлов Артём, Звездаков Иванова, Батаев Иванов, Хамзатов Сергеев, Павлова Петров)",126
"ИнфоPro (Чажаев Рустам, Сидоров Алексей, Максим Иванов, Карнукаев Николай, Иншина Мария)",125
"БлокPlus (Герман Иванова, Просвиркин Владимиров, Кожанов Петров, Хандрамай Борис, Савран Борисов)",125
"Винд🎮404 (Михайлов Рустам, Коршенюк Андреев, Ибрагимов Павел, Казанцев Иванов, Гришин Борисов)",125
"ТехноУм (Коржов Сергеев, Сусуев Андреев, Дасаев Виктор, Морозова Павел, Мизерий Ильдар)",124
"Группа_Диск (Соловьёв Андреев, Alina Владимир, Мухин Борис, Николаенко Виктор, Мельников Ильдар)",124
"SUPER_Техно (Чикуров Рустам, Костяев Павел, Савин Виктор, Шипик Дмитрий, Ростов Петров)",124
"НейроХАРД (Сыгинь Ильдар, Адымханов Борис, Соколов Андрей, Тюнин Андреев, Первий Николай)",124
"Гений101 (Котов Иван, Веревкин Алексей, Кирилл Мария, Зайцева Сергей, Полин Петров)",124
"Инфо_МЕГА (Геворгян Владимир, Воронина Мария, Pavel Борис, Ахмадов Борисов, Гнездилов Иванова)",124
"Баг🤖Портал (Чистяков Борисов, Сермягин Иванов, Фёдор Олег, Болтиев Дмитрий, Рощупкин2 Андрей)",124
"ВебPlus (Александров Владимир, Петров Сергеев, Ахмадов Борис, Иванов Олег, Гришин Артём)",123
"Нет_Самара_TOP (Ростов Андрей, Таранов Ильдар, Дашуева Мария, Данилова Виктор, Рудяк Елена)",123
"Винд404 (Григорьев Владимиров, Севрюков Алексей, Шмычков Виктор, Иванова Борисов, Вавилин Николай)",123
"Сайт-418 (Афанасьев Иванов, Хамзатов Иван, Шипик Павел, Бевз Иванова, Савран Владимир)",123
"Чат007 (Семенов Борисов, Галкин Павел, Абасова Ильдар, Киселёв Андрей, Туркин Петров)",123
"Баг_Квант (Ахмадов Петров, Аминов Дмитрий, Хоменко Сергеев, Мамедов Борис, Евтеев Владимиров)",123
"Бот-Сокол (Васильев Рустам, Коршенюк Сергеев, Гончаров Николай, Бельков Павел, Киселёв Борис)",123
"Код_ГИТ_TOP (Виктория Борис, Кадиев Сергеев, Рустамов Алексей, Смирнов Борисов, Прижигалинская Андрей)",123
"Хак🚀Квант (Мизерий Дмитрий, Денис Павел, Бородин Олег, Темиров Борисов, Сикоев Михаил)",123
"Нейро.Титан (Бунякова Николай, Шанавазов Рустам, Чернигина Мария, Бережнов Иван, Морозов Сергеев)",123
"Чат_TEAM (Прокошин Сергей, Кудзаев Дмитрий, Зайцева Елена, Бачковская Иванова, Виктория Владимиров)",123
"Код_TEAM (Сабитов Владимир, Ушаков Борисов, Дерябкин Артём, Виктория Иванова, Савран Андрей)",123
"Порт_Модуль (Сикоев Павел, Антонов Иван, Кормин Олег, Семенова Андрей, Кукушкина Мария)",123
"Код418 (Киселёв Мария, Чернигин Сергей, Владимир Иванов, Бакулин Алексей, Бережнов Иван)",123
"Хак_Отряд_TOP (Бакулин Алексей, Ростошинский Сергей, Рожков Олег, Шалькин Борисов, Рябцева Елена)",122
"БитPro (Дасаев Иванов, Пермяков Борис, Конькова Иван, Соколов Рустам, Идрисов Артём)",122
"Сектор101 (Гербылев Михаил, Павлов Николай, Рогачев Владимир, Пономарёв Дмитрий, Звездаков Олег)",122
"ИТМО200 (Саракеев Артём, Алексашин Сергей, Рожков Владимиров, Ховалыг Иван, Тебиев Михаил)",122
"Бот🎮418 (Киселев Михаил, Деркач Мария, Никита Андреев, Забигин Ильдар, Кадиев Владимиров)",121
"Бот_Старт (Евтушенко Мария, Антон Владимир, Горетов Алексей, Аминов Павел, Мамедов Артём)",121
"Команда_Линукс (Дасаев Владимир, Саракеев Владимиров, Васильева Ильдар, Дикилиев Олег, Тюрин Борисов)",120
"Инфо.ХАЙП (Кожанов Андреев, Тюрин Виктор, Утляков Артём, Игорь Борисов, Иншина Николай)",120
"МГТУ-Код (Джапаров Сергеев, Казаков Владимир, Федоров Иванов, Котова Мария, Усиков Дмитрий)",120
"Брянск1337 (Мунаев Борисов, Бичилов Сергеев, Таранов Виктор, Назарцев Рустам, Минатуллаев Владимир)",120
"Кибер_МФТИ_TOP (Попов Борис, Шанавазов Борисов, Садовников Владимир, Щелкушкин Рустам, Суровцев Иванова)",120
"Нет.Модуль (Кучумов Виктор, Николаенко Сергеев, Сыгинь Сергей, Толстунов Алексей, Зайцев Николай)",120
"Код 418 (Голованева Артём, Булгаков Иванов, Галкин Петров, Григорьев Борисов, Михайлов Иванова)",119
"ДискГИТ (Хамзатов Артём, Рябцев Борис, Герман Николай, Абдулхалик Сергей, Прижигалинская Ильдар)",119
"ХакСПбГУ (Воронин Николай, Бакулин Сергей, Бичилов Борис, Федосов Андреев, Фомин Олег)",119
"Сеть💻503 (Веревкин Сергеев, Афанасьев Владимиров, Голованева Борис, Епишин Иванова, Геворгян Елена)",119
"ФИЧА-Прог (Саракеев Сергеев, Воробьев Борисов, Пешехонов Рустам, Евтеев Андреев, Абдулхалик Владимиров)",119
"Центр-Прог (Петров Артём, Котов Ильдар, Назарцев Алексей, Голубинец Павел, Салищева Мария)",119
"Баг.Мастер (Федина Владимир, Саракеев Павел, Трепалин Олег, Георг Сергеев, Лаврентьев Владимиров)",119
"ИТМО-Про (Новиков Иванов, Георг Андреев, Завацкий Павел, Идрисов Борисов, Саракеева Елена)",118
"Баг🤖Старт (Шипик Рустам, Шишко Сергей, Саракеев Николай, Бурылов Алексей, Стадник Сергеев)",118
"КодЭлит (Дикилиев Андреев, Мелисов Олег, Багдасарян Рустам, Матвей Елена, Сапов Иванова)",118
"PRO_Баг (Илья Николай, Сермягин Ильдар, Афанасьев Виктор, Федосов Рустам, Соловьёв Петров)",118
"ИнфоРЕЛИЗ (Тюнин Иван, Коваленко Дмитрий, Ростошинский Николай, Королев Сергей, Cawa Мария)",118
"ДатаPlus (Шуверов Иванова, Кормин Николай, Трунин Сергеев, Гербылев Михаил, Бунякова Андреев)",118
"Модуль-Алго (Хабибрахманова Елена, Сейдаметов Иван, Зарипов Андреев, Pavel Борисов, Стадник Ильдар)",118
"Нейро-Казань (Зайцева Мария, Минатуллаев Рустам, Хабибрахманов Андреев, Решетников Иванов, Аргунов Борисов)",118
"Команда_Дата (Бичилов Алексей, Силуянов Ильдар, Владислав Владимиров, Пуговкина Андреев, Сердюков Иванова)",118
"Брянск42 (Кадиев Борисов, Иванов Виктор, Дасаев Артём, Козлова Рустам, Воронин Иван)",118
"Бот.ПАТЧ (Трепалин Павел, Никулин Рустам, Рощупкин2 Артём, Щелкушкин Владимир, Рогачев Сергеев)",118
"Кибер_Отряд (Мелисов Сергеев, Садовников Сергей, Первий Артём, Щербинин Петров, Яременко Рустам)",117
"БотPlus (Евтеев Олег, Шафеев Иван, Швец Иванова, Мамедов Артём, Кузнецов Николай)",117
"СетьPlus (Прижигалинская Михаил, Кузнецова Петров, Джапаров Рустам, Афанасьев Сергеев, Киселев Борисов)",117
"ПортПермь (Константинов Петров, Адаменко Андрей, Веревкин Сергей, Фомин Владимир, Сергей Виктор)",117
"Крипто🚀Старт (Рощупкин2 Елена, Николаенко Иван, Венюков Ильдар, Пермяков Борисов, Егоров Олег)",117
"Легион-Прог (Просвиркин Андрей, Шиндяпин Алексей, Дашуев Сергеев, Гарун Петров, Силуянов Борис)",117
"СайтPro (Мехедов Сергей, Гурина Рустам, Степуро Мария, Алаудинов Андреев, Савин Николай)",117
"Чип_TEAM (Просвиркин Дмитрий, Гнездилов Петров, Завацкий Иван, Шамиль Владимиров, Абдулхалик Андреев)",117
"Винд-Гений (Бурылов Андреев, Мансур Петров, Швец Иван, Ибрагимов Николай, Евгеная Мария)",116
"КодМастера (Соколов Олег, Илья Виктор, Савин Ильдар, Максим Рустам, Чажаева Елена)",116
"Томск314 (Руднев Борисов, Гербылев Николай, Садовников Рустам, Жирнов Дмитрий, Гучиев Андреев)",116
"Техно.ВАЙП (Фёдор Андрей, Рябцев Иванова, Тюнин Сергеев, Рыданов Рустам, Евтушенко Иван)",116
"НейроСектор (Федоров Петров, Конькова Павел, Идрисова Сергей, Суровцева Елена, Богдан Олег)",116
"Софт_Пермь_TOP (Прижигалинская Алексей, Дмитриев Рустам, Новиков Борисов, Магомедова Петров, Гилевский Иванова)",115
"Team_Бот (Джапаров Иванова, Шанавазов Петров, Рогачев Борисов, Силуянов Ильдар, Дашуева Елена)",115
"Бот-Портал (Бусыгин Рустам, Рязанов Дмитрий, Яременко Иванов, Салищева Мария, Pavel Михаил)",115
"Чат404 (Речкунов Иванова, Кливиткин Олег, Смирнов Ильдар, Ткаченко Иванов, Королев Павел)",115
"ИнфоРТУ (Цуев Андрей, Алаудинов Сергеев, Pavel Ильдар, Константинов Олег, Королев Сергей)",115
"АлгоФИЧА (Рязанов Виктор, Рыбаков Павел, Черняков Сергеев, Мамедова Мария, Кузнецов Иванов)",115
"Нет_Старт (Кадиев Олег, Мангасарян Елена, Савран Сергей, Новиков Борис, Речкунов Борисов)",115
"Чип🚀Модуль (Коваленко Иван, Хидиров Сергеев, Хоменко Елена, Багдасарян Олег, Иванова Сергей)",115
"Порт_Старт (Панкин Владимир, Тюнин Виктор, Шафеев Олег, Шишко Михаил, Денис Борисов)",115
"PRO_Чип (Булгаков Рустам, Щелкушкин Иван, Уматкереев Борис, Федосова Мария, Трепалин Сергей)",114
"СПбГУ-Тех (Матвей Ильдар, Кливиткин Андреев, Овчинников Павел, Cawa Елена, Толстунов Рустам)",114
"E-notGPT (Хамзатов Николай, Лаврентьева Елена, Попов Иван, Александров Алексей, Чикуров Иванов)",114
"Сеть@1337 (Лаврентьев Сергеев, Ростов Иван, Дикилиев Виктор, Фомин Михаил, Галахов Андреев)",114
"Винд_ИТМО_TOP (Королев Борис, Мусостов Петров, Дежина Андрей, Гнездилов Николай, Соколов Борисов)",114
"ТехноИмпульс (Мухин Борис, Федина Елена, Романенко Андреев, Сейдаметов Андрей, Лосяков Сергеев)",114
"Нет!007 (Шалькин Рустам, Сластёнов Алексей, Воробьев Олег, Попова Борис, Гнездилов Николай)",114
"Сеть_Команда_TOP (Георг Николай, Павлов Андрей, Савин Павел, Амерханов Сергей, Зарипов Борис)",114
"ДВГУПС007 (Морозова Иван, Шмураков Виктор, Кулькова Ильдар, Полин Дмитрий, Толстов Борисов)",114
"Нейро+256 (Голубинец Владимир, Ибрагимов Петров, Акладский Сергей, Мамедов Андреев, Чирцкова Елена)",114
"Порт+404 (Евгеная Елена, Поярков Рустам, Федосов Андрей, Адымханов Андреев, Богдан Николай)",114
"Крипто#503 (Костяев Владимиров, Нестюркин Борис, Туркин Дмитрий, Рыданов Павел, Ушаков Иван)",113
"Порт_TEAM (Alina Владимиров, Туркин Иванова, Стадник Иван, Илья Сергей, Данилова Борис)",113
"Бит.Сокол (Прижигалинская Борис, Шиндяпин Артём, Палабугин Иван, Бородин Алексей, Голованева Елена)",113
"ИТМО-Бот (Федина Иванов, Пономарёв Андрей, Мехедов Сергей, Федосеева Елена, Ибрагимов Артём)",113
"Команда_Техно (Цуев Алексей, Попов Николай, Кливиткина Елена, Саракеев Борис, Сайпулаев Андрей)",113
"Комп_TEAM (Рожкова Мария, Соловьёв Владимиров, Мизерий Андрей, Галахов Алексей, Поярков Борис)",113
"Софт.РТУ (Попова Николай, Фомин Андрей, Бевз Артём, Забигин Виктор, Кукушкин Рустам)",113
"Портал101 (Рыбаков Иванов, Таранов Борисов, Палабугин Виктор, Рябцев Дмитрий, Пуговкина Рустам)",113
"Софт503 (Cawa Иван, Богдан Владимиров, Петров Сергеев, Дикилиев Борис, Гарун Андреев)",113
"Баг_Группа (Евтушенко Андрей, Лосяков Михаил, Сергеев Артём, Котов Алексей, Шишко Мария)",113
"Софт_Вектор_TOP (Виктория Ильдар, Мельников Иванов, Степин Николай, Поярков Артём, Огаркова Алексей)",113
"Порт007 (Ибрагимова Елена, Стадник Мария, Шамиль Алексей, Здоровцов Иванов, Шиндяпин Дмитрий)",113
"Сайт.Портал (Яременко Борис, Ткаченко Андреев, Попова Иванов, Морозова Ильдар, Морозова Елена)",113
"Нейро.Сектор (Рощупкина Елена, Сердюков Иванов, Аминова Мария, Прижигалинская Сергеев, Гербылев Иванова)",113
"Линукс_Портал (Таранова Елена, Никулин Михаил, Щелкушкин Иванов, Александр Павел, Суровцев Дмитрий)",112
"БагГений (Назарцев Петров, Здоровцов Николай, Гущина Елена, Гончаров Владимиров, Кулькова Михаил)",112
"Квант42 (Кудяков Дмитрий, Слипенко Рустам, Ледовская Елена, Зайцев Павел, Ростов Петров)",112
"PRO_Комп (Федоров Андрей, Сергеев Михаил, Мунаев Алексей, Чичигинаров Ильдар, Григорьев Борисов)",112
"Софт_Формат_TOP (Набиуллин Олег, Толстов Ильдар, Кудяков Иванов, Чистяков Борис, Севрюков Андреев)",112
"Инфо_Сектор (Чернигин Иванова, Алаудинов Ильдар, Гнездилов Олег, Рогачева Мария, Уматкереев Михаил)",112
"Диск.Вектор (Гарун Михаил, Гилевский Иванова, Гущин Николай, Владимир Иванов, Мунаев Андреев)",112
"Нейро_Мастер_TOP (Соболев Иванова, Туманов Виктор, Багдасарян Петров, Петров Владимир, Салищева Рустам)",112
"Центр-Комп (Бурылов Михаил, Голованева Алексей, Палабугин Сергей, Алексашин Борис, Меликсетян Дмитрий)",112
"Центр256 (Здоровцов Николай, Голубинец Дмитрий, Ялоза Ильдар, Оконешников Борисов, Гнездилов Владимиров)",112
"Просто команда (Идрисова Николай, Вавилин Артём, Попова Андрей, Зараменских Иван, Стадник Сергей)",111
"МоскоуВенчурс (Вавилин Сергей, Стадник Михаил, Кудяков Борисов, Речкунова Елена, Мухин Андрей)",111
"МГТУ101 (Сейдаметов Андрей, Петров Алексей, Пешехонов Владимир, Пеньков Михаил, Бакулина Мария)",111
"Нет-Команда (Киселёв Николай, Тебиев Иван, Минатуллаев Сергей, Семенова Владимиров, Сердюков Михаил)",111
"Винд🎮418 (Шишко Андреев, Чирцков Артём, Толстов Павел, Пуговкина Рустам, Никулин Петров)",111
"Квант-Блок (Жданкин Виктор, Кадиева Елена, Чернигин Андреев, Воронин Михаил, Григорьев Дмитрий)",111
"PRO_Техно (Дмитриев Виктор, Яременко Дмитрий, Жирнов Артём, Чичигинаров Михаил, Федоров Сергей)",110
"КиберПортал (Шиндяпин Владимиров, Жирнова Мария, Рязанов Борис, Кожанов Виктор, Алаудинов Олег)",110
"Кибер@РТУ (Дежина Виктор, Сергеев Сергеев, Пешехонов Михаил, Эверстов Борисов, Поярков Николай)",110
"Прог_Сокол (Гущин Андрей, Аргунов Ильдар, Панкин Борисов, Гнездилов Андреев, Серова Мария)",109
"Группа_Байт (Кадиев Олег, Черняков Петров, Прижигалинская Николай, Прокошин Павел, Суровцев Сергеев)",109
"Бот_Пермь_TOP (Чичигинаров Борис, Герман Иван, Савран Сергеев, Серов Артём, Шмураков Владимиров)",109
"Линукс_Импульс_TOP (Бакулин Михаил, Руднева Елена, Веремеенко Владимир, Сусуев Ильдар, Попова Андрей)",109
"Вектор256 (Перов Борисов, Ховалыг Иванов, Палабугин Артём, Бунякова Виктор, Горетова Елена)",109
"Крипто.404 (Дмитриев Сергей, Здоровцов Владимиров, Поярков Дмитрий, Дикилиев Сергеев, Трепалин Борис)",109
"Техно🎲200 (Семенов Артём, Темиров Андрей, Бусыгин Иванов, Соболев Владимир, Уматкереев Сергей)",108
"ЛинуксПортал (Кудзаев Сергеев, Галахов Сергей, Зозуля Владимиров, Ростов Иван, Александров Алексей)",108
"Команда314 (Павлов Виктор, Соболев Сергеев, Амерханов Петров, Тюнин Владимиров, Карнукаев Сергей)",108
"Нет_Система_TOP (Панкина Мария, Соколов Иван, Евгений Иванов, Воробьев Алексей, Гучиев Ильдар)",108
"PRO_Кибер (Полина Елена, Жданкин Ильдар, Тюнин Олег, Есаулов Борис, Коваленко Виктор)",107
"Комп#Титан (Алаудинов Ильдар, Рожков Владимиров, Рустамов Дмитрий, Стадник Сергеев, Щербинин Иванова)",107
"Байт-Гений (Сергей Елена, Бевз Олег, Швец Борис, Егоров Иван, Кузнецова Андреев)",107
"Чип🎮101 (Галкин Иванов, Бусыгин Сергеев, Шанавазов Рустам, Гилевский Андреев, Бачковская Борисов)",107
"Веб-Гений (Идрисова Ильдар, Гучиев Петров, Фомина Елена, Стадник Михаил, Аминов Дмитрий)",107
"Чат_Феникс (Козлов Дмитрий, Лебедева Виктор, Деркач Павел, Семенова Елена, Фомин Ильдар)",107
"Team_Хак (Таранов Николай, Ушаков Виктор, Суровцев Андрей, Кучумов Иван, Карпов Иванов)",106
"Мастер007 (Чичигинаров Сергей, Рогачев Михаил, Егоров Андреев, Семенов Иванов, Щербинина Елена)",106
"Диск-Сектор (Бурылов Владимир, Решетников Виктор, Батаев Петров, Владимир Андреев, Карнукаев Олег)",106
"Винд_МЕГА (Ушакова Елена, Цуев Сергей, Завацкая Мария, Семенов Иванов, Деркач Борисов)",106
"Команда_Баг (Ткаченко Петров, Бусыгин Сергеев, Кузнецов Владимир, Сапов Иванова, Котов Борис)",106
"Модуль007 (Линт Артём, Кудяков Борисов, Слипенко Михаил, Крылов Борис, Щербинин Владимиров)",106
"ДЕПЛОЙ_ГУРУ (Сидоров Борис, Стадник Андрей, Костяев Андреев, Кудяков Иван, Яременко Николай)",105
"Брянск-Код (Назарцев Иванов, Коржов Павел, Владислав Виктор, Шанавазова Елена, Сусуев Рустам)",105
"Крипто_TEAM (Мунаев Андрей, Ховалыг Ильдар, Шамиль Иван, Тюрин Борисов, Коваленко Сергей)",105
"КодПро (Таранов Борис, Герман Сергей, Богдан Рустам, Евтеев Николай, Сергей Иван)",105
"Порт-Группа (Максим Рустам, Казаков Виктор, Бакулина Мария, Перов Ильдар, Стадник Борис)",105
"Линукс-Старт (Галкина Мария, Меликсетян Андрей, Ялоза Иванова, Мехедов Петров, Даниил Рустам)",105
"Хак_Легион (Абдулхалик Борисов, Морозов Иванов, Забигин Борис, Дашуев Владимир, Савран Михаил)",105
"Бот-Система (Суровцев Иван, Адамович Михаил, Гончаров Артём, Кадиев Рустам, Джапаров Сергеев)",105
"Digital Rover (Веремеенко Артём, Рощупкин2 Ильдар, Алексашин Иванова, Овчинников Рустам, Гурьев Павел)",104
"БРАТИКИ (Оконешников Иванова, Ростов Ильдар, Лебедева Михаил, Pavel Иван, Сусуев Сергей)",104
"Крипто.Титан (Кормин Николай, Усиков Иван, Гербылева Елена, Деркач Артём, Лосяков Борисов)",104
"Team_Дата (Лебедева Петров, Дибров Владимир, Васильева Павел, Кожанов Андреев, Геворгян Сергеев)",104
"Команда_Код (Афанасьев Иван, Галахов Олег, Меликсетян Иванов, Чажаев Артём, Палабугин Ильдар)",103
"ПрогРешение (Сейдаметов Иванов, Булгаков Николай, Первий Дмитрий, Казанцев Борис, Pavel Владимиров)",103
"СТАС (Силуянов Сергеев, Магомедова Павел, Шмураков Иванов, Васильева Андреев, Венюков Андрей)",103
"PRO_Инфо (Лаврентьев Дмитрий, Назарцева Елена, Аргунов Андрей, Чикурова Мария, Звездаков Виктор)",103
"Линукс-Легион (Сермягин Михаил, Кадиев Ильдар, Антон Иванов, Шмычков Иван, Коваленко Рустам)",103
"Дата_ДЕБАГ_TOP (Назарцев Павел, Чистяков Борисов, Аргунов Артём, Кирилл Владимир, Хоменко Андрей)",103
"КодМГУ (Казакова Елена, Валентина Мария, Гущин Андреев, Соболев Виктор, Руднев Борис)",103
"Техно.NET (Голубинец Владимир, Рыданов Олег, Севрюков Андрей, Мамедов Сергеев, Попов Владимиров)",102
"Алго&Ритм (Назарцев Николай, Галахов Дмитрий, Хидиров Олег, Прокошин Андреев, Cawa Алексей)",102
"Нет_Гений_TOP (Кудяков Владимир, Цуева Мария, Alina Алексей, Александров Рустам, Чистяков Дмитрий)",102
"Код777 (Кожанова Елена, Кулькова Иванов, Александров Иванова, Георг Сергеев, Силуянов Андреев)",102
"Код_Центр_TOP (Епишин Борисов, Кадиев Олег, Ледовской Борис, Мухин Павел, Pavel Сергей)",102
"Сайт-Гений (Коршенюк Николай, Рыбаков Борисов, Венюков Виктор, Михайлова Мария, Набиуллин Артём)",102
"Team_Код (Сергей Сергей, Ткаченко Артём, Матвей Алексей, Ростошинский Рустам, Иншина Иванова)",101
"PRO_Код (Меликсетян Олег, Пешехонов Павел, Евтеев Виктор, Петров Борисов, Ростошинский Дмитрий)",101
"Команда_Нет (Морозова Андреев, Гущин Сергей, Прижигалинская Олег, Сабитов Павел, Балакшин Виктор)",101
"Техно.Формат (Дасаев Владимир, Дмитриев Михаил, Новиков Иван, Владислав Павел, Александров Рустам)",101
"ХАЙП-Блок (Адымханов Владимиров, Идрисов Иван, Бурылов Николай, Рябцев Иванов, Полина Елена)",101
"МГТУ200 (Тебиев Иванов, Кудзаев Иван, Шанавазов Андрей, Кузнецов Михаил, Оконешникова Мария)",100
"PRO_Сеть (Ульянов Андреев, Минатуллаев Андрей, Мизерая Елена, Круглик Артём, Казаков Иван)",100
"Чип_Формат (Иванов Владимир, Константинов Иванов, Евтушенко Борис, Чирцков Рустам, Антонов Алексей)",100
"Импульс42 (Лаврентьев Сергеев, Шуверов Иванова, Дашуев Артём, Мамедов Иван, Щелкушкин Дмитрий)",100
"Диск.Формат (Сусуев Алексей, Ковалева Борис, Кузнецова Иван, Хабибрахманов Виктор, Акладский Ильдар)",100
"СКИЛЛ42 (Дашуев Николай, Кузнецов Борисов, Хидиров Дмитрий, Ульянов Алексей, Перов Виктор)",100
"Диск_Гений (Мамедов Сергеев, Денис Дмитрий, Савин Алексей, Мухин Сергей, Константинов Ильдар)",100
"Команда_Чат (Коваленко Николай, Ялоза Михаил, Алексашин Борис, Сергей Ильдар, Бунякова Сергеев)",99
"ВГУ418 (Георг Ильдар, Прокошин Виктор, Гучиев Владимиров, Епишин Олег, Евгений Иванова)",99
"Чип314 (Саракеев Ильдар, Федосов Иванов, Иванова Михаил, Павлова Алексей, Прокошин Борисов)",99
"Кибер_Сектор_TOP (Шипик Борисов, Чикуров Олег, Дашуев Артём, Коршенюк Рустам, Венюков Владимир)",99
"Старт-Чип (Дикилиев Рустам, Мансур Сергеев, Бакулин Виктор, Шалькин Николай, Мехедов Борис)",99
"Инфо-УЛЬТРА (Веремеенко Олег, Карнукаев Андрей, Геворгян Сергеев, Мизерий Павел, Зарипов Иванов)",98
"Код.ВАЙП (Булгаков Николай, Нестюркин Иванов, Тюменев Рустам, Павлова Ильдар, Горетов Андрей)",98
"КОД_МЕЙКЕР (Крылов Борис, Кадиев Артём, Данилова Иванова, Щелкушкин Николай, Слипенко Сергей)",98
"КиберPlus (Костяев Борисов, Попова Елена, Богдан Артём, Александр Владимиров, Севрюков Алексей)",98
"Нет-Центр (Коржова Елена, Вавилин Иванова, Денис Артём, Михайлов Рустам, Антонов Виктор)",98
"Портал200 (Кудзаев Алексей, Мунаев Артём, Сидоров Андрей, Виктория Борис, Магомедова Олег)",98
"Порт_МГТУ_TOP (Фёдор Михаил, Дашуева Мария, Акладский Алексей, Кукушкин Петров, Мунаев Сергеев)",98
"Вектор-Чат (Владислав Иван, Фёдор Владимир, Голованева Сергей, Тюнин Михаил, Шипик Владимиров)",98
"Сайт💻1337 (Набиуллин Иван, Чажаев Олег, Евгений Виктор, Савран Николай, Гарун Владимиров)",98
"Нейро.Гений (Шмычков Сергей, Бусыгин Иван, Казанцев Владимиров, Зараменских Борисов, Слипенко Елена)",97
"ПРОФИ_ТАЙМ (Ткаченко Владимиров, Магомедова Дмитрий, Оконешников Николай, Хамзатов Рустам, Зацепин Сергеев)",97
"ХАЙП-Алго (Шамиль Елена, Аргунов Андреев, Завацкий Борисов, Сыгинь Иванова, Гучиев Борис)",97
